ID,GENERO,EDAD,EDU,SENSA.SUELDO,DIARIO,TV,ROBO5.A,SEGURO.NOCHE,RELIGION,MINORIA,INM.RICOS,INM.POBRES,D.ECO,CRIMEN,INM.LARGO,TENSION
2295,1,60,1,3,0,4,2,3,1,2,2,2,4,4,6,5
2305,1,60,5,1,1,2,2,2,4,2,1,4,4,3,5,4
2307,2,35,5,2,1,2,2,2,3,2,1,4,2,1,5,2
2309,1,35,3,2,2,5,2,2,3,2,1,4,2,1,5,3
2313,2,40,4,1,1,2,2,3,5,2,1,4,2,1,8,3
2315,1,60,5,1,2,2,1,2,4,2,2,4,2,1,7,2
2316,2,49,5,2,1,2,2,2,4,2,2,4,2,1,5,3
2319,1,48,3,2,1,4,2,3,5,2,1,2,2,3,3,3
2336,2,46,2,2,1,2,2,2,2,2,2,3,3,1,0,2
2342,1,65,2,4,1,3,1,2,5,2,1,2,3,2,7,3
2344,2,52,1,1,1,2,2,3,6,2,3,3,2,1,6,2
2346,1,53,3,2,2,7,2,2,5,2,1,1,5,5,7,5
2352,1,37,2,1,2,3,2,2,5,2,3,3,4,3,4,3
2354,2,50,2,3,0,0,2,2,8,2,3,3,4,5,5,5
2358,1,50,2,3,2,4,2,3,3,2,3,3,2,3,5,5
2367,1,27,4,1,1,1,2,1,4,2,2,2,2,5,6,2
2368,1,62,4,1,2,2,2,1,2,2,1,1,2,2,7,5
2371,1,55,5,1,1,2,2,1,7,2,1,1,5,4,5,5
2374,1,45,5,1,2,4,2,1,4,2,2,2,4,4,5,5
2376,1,51,3,1,2,3,2,2,7,2,3,3,3,2,8,3
2380,1,17,2,1,0,1,1,2,4,2,3,3,3,3,6,2
2383,1,60,5,2,3,3,1,3,5,2,3,3,2,3,5,3
2385,1,50,2,2,1,4,2,1,5,2,3,3,2,3,6,3
2405,1,70,1,3,2,2,2,4,7,2,2,3,2,3,1,4
2414,1,43,5,2,2,2,2,2,3,2,3,3,3,2,7,3
2421,2,59,1,3,0,2,2,2,7,2,2,3,4,3,2,3
2426,1,48,2,3,1,1,2,2,2,2,3,3,2,3,7,5
2428,1,30,4,2,1,3,1,2,6,2,2,2,2,3,5,4
2436,1,34,2,3,1,1,2,2,0,2,4,4,1,2,5,2
2439,1,20,3,2,1,5,2,2,5,2,3,3,5,4,6,2
2444,1,34,3,2,1,2,2,4,2,2,2,1,1,5,5,3
2446,2,37,3,2,1,1,2,2,4,2,3,1,2,3,5,2
2450,1,45,1,3,1,2,2,2,0,2,2,1,2,1,4,3
2455,1,34,3,2,1,1,2,3,5,2,3,3,4,4,7,4
2482,1,69,1,2,0,2,2,2,8,2,2,4,4,1,6,2
2483,1,35,1,1,1,2,2,1,8,2,4,2,4,2,1,2
2484,1,43,3,2,2,3,2,1,5,2,2,2,2,3,7,4
2498,2,39,2,2,2,3,2,3,7,2,2,2,4,2,3,4
2503,1,34,5,1,2,2,1,2,4,2,3,3,4,2,5,4
2504,2,76,5,2,2,2,1,3,9,2,2,2,5,5,8,5
2511,1,38,2,2,1,2,1,1,4,2,3,3,1,1,8,1
2512,1,19,3,1,1,2,2,1,2,2,2,2,4,4,6,4
2515,2,51,3,1,2,3,2,2,5,2,2,2,4,3,5,4
2517,1,27,5,1,1,2,2,1,8,2,1,1,2,4,6,4
2519,1,40,5,1,2,3,2,2,4,2,1,1,4,3,6,4
2525,1,27,4,2,1,1,2,1,0,2,1,1,4,4,0,4
2541,2,46,3,3,1,2,2,4,4,2,3,4,2,1,2,3
2544,1,82,2,2,2,2,2,2,8,2,3,3,4,1,5,3
2546,2,56,1,2,0,2,2,1,5,2,2,2,3,1,2,4
2547,2,51,1,1,1,1,2,1,5,2,3,3,2,1,3,3
2555,1,40,1,1,3,2,2,2,3,2,2,2,1,1,7,3
2557,2,56,1,3,0,1,2,1,2,2,2,2,1,4,9,4
2562,2,21,5,1,2,3,2,2,1,2,1,1,3,3,4,5
2570,1,45,5,1,2,3,2,1,2,2,1,1,4,2,5,5
2573,1,57,2,2,2,3,2,1,5,2,1,1,4,1,7,4
2580,2,55,3,3,1,3,2,2,5,2,2,3,2,1,10,2
2584,1,25,1,2,0,2,1,1,1,2,1,2,1,4,1,4
2586,1,43,5,1,1,1,2,2,6,2,1,1,4,4,3,4
2602,2,40,5,2,1,1,2,2,5,2,2,2,2,2,3,4
2603,2,89,2,1,2,4,2,2,7,2,2,2,2,3,7,3
2606,1,50,5,2,1,2,2,2,6,2,1,1,2,2,3,4
2610,2,80,1,3,2,2,2,1,10,2,2,2,2,3,7,3
2614,1,68,1,3,1,2,2,1,1,2,3,3,3,4,5,3
2615,1,27,5,2,1,2,2,1,5,2,3,3,2,1,8,3
2618,2,72,3,2,6,6,2,4,0,2,1,1,3,5,8,5
2620,1,28,2,2,1,3,2,1,3,2,3,3,1,3,5,4
2624,2,84,1,2,1,7,2,1,3,2,1,1,5,2,3,4
2625,1,43,2,2,1,0,2,1,5,2,2,2,3,2,3,3
2631,1,38,2,2,1,1,2,1,2,2,2,2,2,1,3,4
2634,2,25,3,2,1,2,2,3,5,2,2,2,4,4,7,5
2636,1,74,1,4,1,2,2,1,0,2,1,2,2,2,1,2
2639,1,75,1,1,0,2,2,3,3,2,3,1,2,4,5,4
2641,1,50,5,1,1,2,2,2,2,2,2,2,4,1,5,4
2642,1,36,5,1,2,2,1,2,5,2,1,1,5,2,10,5
2643,2,82,1,2,1,3,2,2,5,2,3,3,2,4,2,3
2644,1,29,3,1,1,1,2,2,0,2,2,1,2,4,3,4
2646,2,63,1,2,0,5,2,2,5,2,1,3,2,2,7,4
2647,1,53,3,2,2,3,2,2,6,2,3,3,2,2,5,4
2650,1,36,5,1,1,2,2,1,7,2,3,3,2,2,5,2
2669,1,23,4,2,0,1,1,3,2,2,2,2,2,5,9,5
2677,1,50,1,3,1,2,1,3,2,2,2,2,2,5,4,3
2687,2,24,3,1,0,2,2,3,5,2,2,2,4,2,7,3
2690,1,68,1,1,1,3,2,2,5,2,3,3,3,3,6,2
2694,2,26,3,2,0,2,2,2,2,2,2,2,2,2,5,3
2699,1,27,4,1,2,3,2,2,5,2,1,1,4,4,4,4
2703,1,56,1,1,1,3,2,2,4,2,3,3,4,2,5,4
2710,1,20,3,2,1,2,2,2,3,2,2,3,4,3,7,4
2720,2,54,3,2,1,2,2,2,5,2,2,2,3,4,0,3
2727,1,29,2,3,1,3,2,3,2,2,2,2,4,3,5,3
2730,2,37,2,2,2,1,2,3,1,2,2,2,4,4,5,3
2751,2,54,4,2,1,4,1,3,5,2,2,4,2,1,0,2
2757,2,67,1,2,1,1,2,2,7,2,3,3,3,3,3,4
2763,2,59,1,2,1,3,1,2,7,2,3,3,2,3,5,3
2764,2,42,5,2,7,1,2,1,5,2,4,3,4,3,5,4
2773,2,42,4,1,2,1,2,1,0,2,3,3,4,5,5,5
2774,1,36,4,2,1,2,2,1,3,2,2,3,3,4,5,3
2779,1,41,4,2,2,3,2,1,5,2,2,2,4,4,5,4
2790,2,36,3,1,2,3,2,1,5,2,1,1,2,4,2,4
2803,2,39,5,2,1,2,2,1,5,2,1,1,2,4,5,5
2814,2,29,5,2,1,1,2,2,4,2,3,3,3,3,7,4
2815,2,16,3,2,1,0,2,4,5,2,3,1,3,3,0,4
2816,2,52,1,2,1,1,2,1,7,2,4,4,3,4,7,4
2818,2,25,5,1,2,4,1,3,3,2,3,2,5,5,6,4
2835,2,75,1,2,1,1,2,2,6,2,2,2,3,3,3,4
2841,1,19,3,1,2,2,2,2,5,2,2,2,2,5,0,4
2845,2,61,3,1,1,2,2,2,6,2,2,2,4,2,2,2
2859,1,71,1,2,1,2,2,1,0,2,3,3,2,4,3,4
2863,1,82,1,2,2,2,2,1,5,2,3,3,2,2,2,3
2866,1,39,3,1,1,2,2,1,0,2,2,3,1,1,1,3
2869,1,38,4,1,1,3,2,1,2,2,3,3,4,4,2,2
2872,2,39,3,1,1,2,1,2,4,2,3,3,4,5,4,1
2873,1,46,3,1,2,2,1,2,3,2,3,3,3,5,7,1
2875,2,40,3,1,1,2,2,2,6,2,3,3,4,5,3,2
2877,1,52,4,1,2,2,1,1,3,2,2,3,4,5,3,1
2879,2,43,2,1,1,2,2,2,6,2,3,3,3,5,3,1
2880,1,52,3,1,2,2,2,2,3,2,2,3,3,5,3,1
2881,2,38,2,1,1,2,2,1,6,2,3,3,3,5,2,2
2884,1,51,3,1,1,1,2,1,3,2,2,2,3,4,3,2
2889,1,44,3,1,1,2,2,1,4,2,3,3,2,5,6,1
2891,2,41,2,1,1,2,2,1,4,2,3,3,3,5,6,2
2892,1,48,5,2,1,2,2,1,3,2,3,3,3,5,6,1
2902,1,37,4,1,1,2,2,1,3,2,3,2,3,5,6,2
2907,1,22,3,2,1,2,2,2,3,2,2,3,4,5,5,2
2910,2,72,3,3,1,2,1,4,0,2,3,3,1,1,0,2
2917,2,57,3,3,0,2,2,2,6,2,3,3,4,4,0,4
2918,2,46,3,1,0,1,2,3,7,2,3,3,2,2,0,4
2921,1,25,4,2,1,2,2,2,1,2,2,2,2,2,3,3
2975,1,63,5,1,2,1,2,1,5,2,2,2,2,2,7,3
2983,1,47,3,2,1,2,2,2,1,2,3,3,3,3,8,3
2984,1,52,5,2,2,2,2,2,0,2,2,2,3,1,5,3
2986,2,21,5,1,0,2,2,2,0,2,3,3,2,2,7,2
2993,1,76,1,2,1,1,1,3,7,2,1,3,1,1,1,2
3006,1,55,1,2,1,1,2,1,0,2,2,2,2,3,7,5
3007,1,53,3,1,2,1,2,2,0,2,1,1,4,5,9,5
3014,2,27,5,2,1,2,1,3,6,2,1,1,2,2,7,5
3018,1,72,2,4,1,3,2,4,5,2,1,1,3,1,3,4
3025,1,22,4,2,2,2,2,2,0,2,2,2,4,1,9,4
3026,2,22,2,3,2,2,1,3,4,2,3,3,1,1,2,3
3027,1,18,4,3,0,5,1,2,5,2,1,1,5,2,3,4
3029,1,39,1,3,0,0,2,1,5,2,3,3,1,1,0,2
3030,1,22,2,3,2,1,1,1,2,2,3,3,2,1,5,4
3031,1,34,4,3,1,2,2,2,0,2,1,1,5,2,0,5
3033,1,36,2,3,1,2,2,3,4,2,3,2,2,2,5,4
3035,1,36,4,2,2,3,2,2,0,2,4,4,1,2,0,1
3051,1,46,3,2,1,1,2,1,9,2,1,1,5,3,1,5
3064,1,20,2,2,0,5,2,1,0,2,1,1,2,1,4,4
3077,2,24,3,1,0,0,2,4,4,2,2,2,4,3,4,4
3079,1,32,5,1,1,3,1,2,3,2,1,1,2,4,3,4
3083,2,38,3,2,2,2,2,3,3,2,2,2,2,1,5,4
3100,1,25,5,2,2,3,2,3,1,2,3,3,1,1,5,5
3115,1,65,2,2,2,2,1,2,7,2,1,2,2,4,3,4
3135,1,55,2,2,1,1,1,4,3,2,4,1,2,3,7,5
3136,1,49,5,2,1,3,2,1,5,2,2,2,1,4,5,4
3142,1,72,2,2,2,3,2,1,0,2,2,2,1,1,5,4
3151,1,34,3,2,2,3,2,1,5,2,3,3,2,5,6,4
3168,1,72,1,2,1,2,2,1,7,2,2,3,1,1,9,1
3174,1,37,1,2,2,4,2,2,2,2,3,3,1,1,4,3
3180,1,31,1,1,0,3,2,1,5,2,3,3,3,2,8,1
3237,2,36,5,1,1,0,2,2,4,2,2,2,3,3,0,4
3239,2,41,4,2,0,0,2,2,6,2,3,3,2,4,0,4
3250,1,42,5,2,2,2,2,2,7,2,3,3,3,2,6,5
3261,2,51,5,1,2,2,1,3,1,2,1,1,4,4,2,4
3270,2,53,1,2,0,1,1,3,6,2,2,2,4,3,6,4
3275,1,39,2,2,1,1,2,2,3,2,2,2,5,3,5,4
3285,1,50,3,4,4,4,2,2,2,2,4,4,1,1,2,1
3314,2,57,5,1,1,0,1,3,3,2,3,3,3,3,0,3
3318,2,39,3,1,2,2,2,2,6,2,2,2,4,3,2,4
3330,1,48,1,2,1,0,1,3,6,2,3,3,3,3,1,3
3368,1,25,5,2,1,2,2,1,0,2,3,3,3,3,4,4
3374,1,30,3,2,0,2,1,3,0,2,2,2,2,1,2,1
3398,1,40,5,2,0,1,2,1,4,2,3,3,2,3,0,3
3400,1,25,3,1,1,1,2,2,2,2,2,2,3,3,0,4
3412,1,32,5,2,0,0,2,2,2,2,3,3,3,2,3,4
3417,2,71,2,2,1,0,2,3,7,2,3,3,3,3,3,1
3429,2,32,3,2,1,1,2,2,4,2,3,3,2,3,1,3
3436,2,40,1,2,0,3,1,3,9,1,1,1,4,2,5,5
3438,1,57,5,1,1,2,2,2,6,2,3,3,2,3,3,2
3478,1,86,3,2,1,2,2,2,7,2,4,4,3,2,5,2
3483,2,34,5,1,2,2,2,1,2,2,1,1,1,5,3,5
3493,2,33,4,2,1,2,2,3,3,2,1,1,4,4,6,2
3495,2,26,4,2,1,2,2,2,2,2,2,2,3,2,5,2
3497,1,51,1,3,5,3,2,3,6,2,3,3,1,2,6,2
3516,1,42,3,1,1,0,1,2,2,2,3,3,3,3,3,3
3519,2,69,1,2,0,2,2,1,8,2,2,2,2,3,1,5
3523,1,42,1,4,1,2,2,1,0,2,4,1,1,5,10,5
3534,1,37,3,2,1,2,1,2,1,2,1,1,4,5,8,4
3536,1,41,3,2,1,3,2,2,7,2,1,3,5,5,2,2
3541,1,48,5,1,2,2,2,1,7,2,2,1,2,1,3,4
3545,1,35,3,1,2,2,2,2,3,2,2,2,3,3,2,4
3549,1,40,5,1,2,2,1,2,10,2,2,2,4,1,1,3
3551,2,38,5,1,2,2,1,2,6,2,2,2,2,2,3,3
3552,1,19,4,1,1,2,2,1,3,2,2,2,4,2,2,4
3556,2,36,5,1,1,2,1,2,5,2,2,2,4,3,5,3
3557,2,69,1,1,1,2,2,2,8,2,2,2,4,2,5,4
3558,2,42,5,1,1,2,1,2,7,2,2,2,2,2,2,4
3559,2,21,5,1,2,2,2,2,5,2,2,2,4,2,1,4
3563,2,48,3,1,1,1,2,1,5,2,2,2,4,3,1,4
3595,2,51,2,2,1,4,2,2,4,2,2,2,4,3,7,4
3601,1,23,4,1,1,2,1,1,5,2,3,1,1,3,1,5
3610,1,56,1,2,1,4,2,3,7,2,2,2,2,3,2,4
3614,2,35,4,1,2,2,2,1,6,2,2,3,2,2,1,4
3623,1,52,1,2,1,2,2,1,5,2,2,2,3,2,2,3
3630,2,68,1,2,0,2,2,1,8,2,2,2,2,3,3,4
3642,1,54,5,1,1,2,2,1,7,2,1,1,4,4,8,5
3654,2,19,2,2,1,2,2,3,7,2,1,1,4,4,1,2
3674,2,39,5,1,1,1,2,2,3,2,3,3,2,4,1,4
3675,1,18,3,2,1,2,2,2,4,2,2,2,3,3,2,3
3676,2,44,1,2,1,2,2,1,4,2,3,3,2,2,2,2
3677,1,79,1,2,2,2,2,2,2,2,2,2,2,2,3,4
3679,1,42,5,2,0,1,2,2,5,2,2,2,2,2,5,2
3697,1,37,5,2,1,2,2,1,6,2,1,1,2,2,2,3
3699,1,43,1,1,3,3,2,3,3,2,3,3,1,1,5,2
3702,1,35,5,2,1,1,2,2,5,2,2,3,2,4,5,4
